Sample_ID,SV_1,SV_2,SV_5,SV_6,SV_7,SV_8,SV_9,SV_10,SV_11,SV_13,SV_14,SV_15,SV_17,SV_18,SV_19,SV_21,SV_23,SV_26,SV_29,SV_30,SV_31,SV_32,SV_34,SV_35,SV_36,SV_37,SV_39,SV_40,SV_41,SV_42,SV_43,SV_44,SV_45,SV_46,SV_47,SV_48,SV_49,SV_50,SV_53,SV_54,SV_55,SV_57,SV_59,SV_60,SV_61,SV_62,SV_67,SV_71,SV_73,SV_74,SV_76,SV_79,SV_80,SV_86,SV_89,SV_90,SV_91,SV_94,SV_95,SV_104,SV_105,SV_107,SV_108,SV_114,SV_115,SV_116,SV_117,SV_118,SV_119,SV_120,SV_121,SV_122,SV_123,SV_124,SV_125,SV_126,SV_128,SV_130,SV_131,SV_132,SV_134,SV_135,SV_136,SV_138,SV_139,SV_140,SV_141,SV_143,SV_145,SV_148,SV_149,SV_150,SV_151,SV_153,SV_155,SV_158,SV_159,SV_160,SV_162,SV_163,SV_164,SV_166,SV_167,SV_170,SV_171,SV_172,SV_174,SV_177,SV_178,SV_179,SV_181,SV_182,SV_183,SV_184,SV_186,SV_187,SV_189,SV_192,SV_194,SV_195,SV_197,SV_198,SV_199,SV_200,SV_202,SV_203,SV_204,SV_205,SV_206,SV_209,SV_210,SV_212,SV_213,SV_214,SV_215,SV_216,SV_219,SV_223,SV_224,SV_225,SV_227,SV_229,SV_230,SV_231,SV_232,SV_234,SV_235,SV_236,SV_237,SV_238,SV_241,SV_242,SV_243,SV_244,SV_245,SV_247,SV_248,SV_249,SV_251,SV_252,SV_253,SV_254,SV_255,SV_256,SV_257,SV_258,SV_259,SV_260,SV_261,SV_262,SV_263,SV_264,SV_265,SV_266,SV_267,SV_268,SV_270,SV_271,SV_273,SV_274,SV_275,SV_276,SV_278,SV_279,SV_280,SV_281,SV_282,SV_283,SV_284,SV_285,SV_286,SV_287,SV_288,SV_290,SV_291,SV_293,SV_294,SV_295,SV_296,SV_297,SV_298,SV_299,SV_300,SV_301,SV_302,SV_303,SV_304,SV_305,SV_306,SV_307,SV_308,SV_310,SV_311,SV_312,SV_314,SV_316,SV_318,SV_319,SV_320,SV_321,SV_322,SV_323,SV_325,SV_326,SV_327,SV_328,SV_329,SV_330,SV_331,SV_332,SV_333,SV_334,SV_336,SV_337,SV_338,SV_339,SV_340,SV_341,SV_344,SV_346,SV_347,SV_348,SV_349,SV_350,SV_351,SV_352,SV_354,SV_355,SV_356,SV_358,SV_359,SV_360,SV_361,SV_363,SV_364,SV_368,SV_369,SV_370,SV_371,SV_372,SV_373,SV_374,SV_376,SV_378,SV_379,SV_380,SV_381,SV_382,SV_384,SV_385,SV_386,SV_387,SV_388,SV_389,SV_392,SV_393,SV_394,SV_395,SV_396,SV_397,SV_399,SV_400,SV_401,SV_402,SV_403,SV_404,SV_405,SV_406,SV_408,SV_410,SV_411,SV_412,SV_414,SV_415,SV_416,SV_417,SV_418,SV_419,SV_420,SV_422,SV_424,SV_426,SV_428,SV_430,SV_431,SV_432,SV_433,SV_435,SV_437,SV_440,SV_441,SV_442,SV_443,SV_444,SV_445,SV_447,SV_448,SV_449,SV_451,SV_452,SV_453,SV_456,SV_457,SV_459,SV_463,SV_464,SV_465,SV_467,SV_470,SV_472,SV_473,SV_476,SV_478,SV_480,SV_481,SV_482,SV_483,SV_484,SV_485,SV_487,SV_490,SV_492,SV_493,SV_494,SV_495,SV_497,SV_498,SV_501,SV_502,SV_504,SV_505,SV_506,SV_507,SV_508,SV_510,SV_511,SV_513,SV_515,SV_516,SV_517,SV_518,SV_519,SV_520,SV_521,SV_522,SV_523,SV_525,SV_527,SV_528,SV_529,SV_530,SV_531,SV_532,SV_533,SV_534,SV_535,SV_536,SV_538,SV_539,SV_540,SV_541,SV_542,SV_543,SV_544,SV_545,SV_547,SV_548,SV_549,SV_551,SV_552,SV_554,SV_555,SV_556,SV_557,SV_558,SV_559,SV_560,SV_561,SV_562,SV_563,SV_564,SV_568,SV_570,SV_571,SV_572,SV_573,SV_575,SV_576,SV_577,SV_579,SV_580,SV_581,SV_582,SV_583,SV_584,SV_585,SV_586,SV_587,SV_588,SV_589,SV_590,SV_591,SV_592,SV_593,SV_594,SV_595,SV_596,SV_597,SV_598,SV_599,SV_600,SV_601,SV_602,SV_603,SV_604,SV_605,SV_606,SV_607,SV_608,SV_611,SV_612,SV_613,SV_615,SV_616,SV_617,SV_621,SV_623,SV_624,SV_626,SV_629,SV_630,SV_631,SV_633,SV_634,SV_635,SV_638,SV_642,SV_646,SV_648,SV_650,SV_651,SV_652,SV_653,SV_655,SV_656,SV_657,SV_659,SV_660,SV_661,SV_662,SV_664,SV_665,SV_667,SV_668,SV_669,SV_670,SV_673,SV_674,SV_675,SV_677,SV_679,SV_681,SV_682,SV_683,SV_684,SV_689,SV_690,SV_691,SV_692,SV_693,SV_694,SV_695,SV_696,SV_697,SV_698,SV_699,SV_700,SV_702,SV_703,SV_704,SV_705,SV_708,SV_709,SV_710,SV_711,SV_714,SV_716,SV_717,SV_718,SV_720,SV_722,SV_723,SV_724,SV_725,SV_726,SV_727,SV_728,SV_730,SV_731,SV_733,SV_734,SV_735,SV_737,SV_738,SV_739,SV_741,SV_742,SV_743,SV_744,SV_745,SV_746,SV_747,SV_748,SV_749,SV_752,SV_757,SV_758,SV_759,SV_762,SV_764,SV_767,SV_768,SV_769,SV_770,SV_771,SV_772,SV_774,SV_775,SV_776,SV_777,SV_778,SV_779,SV_781,SV_783,SV_785,SV_786,SV_787,SV_788,SV_789,SV_791,SV_792,SV_794,SV_798,SV_801,SV_802,SV_803,SV_805,SV_806,SV_808,SV_809,SV_811,SV_812,SV_813,SV_814,SV_815,SV_819,SV_821,SV_822,SV_824,SV_825,SV_828,SV_831,SV_832,SV_833,SV_835,SV_841,SV_842,SV_843,SV_844,SV_845,SV_846,SV_847,SV_848,SV_850,SV_851,SV_852,SV_853,SV_855,SV_856,SV_857,SV_858,SV_859,SV_860,SV_862,SV_866,SV_868,SV_869,SV_870,SV_873,SV_874,SV_875,SV_880,SV_881,SV_882,SV_885,SV_886,SV_887,SV_888,SV_889,SV_890,SV_896,SV_897,SV_898,SV_899,SV_902,SV_903,SV_904,SV_905,SV_907,SV_908,SV_910,SV_911,SV_916,SV_917,SV_918,SV_920,SV_921,SV_922,SV_924,SV_925,SV_926,SV_927,SV_928,SV_929,SV_930,SV_933,SV_934,SV_935,SV_936,SV_938,SV_941,SV_946,SV_947,SV_949,SV_952,SV_954,SV_955,SV_956,SV_957,SV_958,SV_959,SV_960,SV_961,SV_962,SV_964,SV_965,SV_966,SV_968,SV_969,SV_970,SV_972,SV_974,SV_975,SV_978,SV_980,SV_983,SV_984,SV_988,SV_990,SV_991,SV_994,SV_995,SV_997,SV_999,SV_1000,SV_1001,SV_1002,SV_1003,SV_1007,SV_1008,SV_1009,SV_1012,SV_1014,SV_1016,SV_1017,SV_1018,SV_1019,SV_1020,SV_1022,SV_1023,SV_1024,SV_1026,SV_1029,SV_1032,SV_1033,SV_1036,SV_1037,SV_1038,SV_1039,SV_1041,SV_1043,SV_1044,SV_1045,SV_1047,SV_1048,SV_1051,SV_1052,SV_1053,SV_1059,SV_1063,SV_1065,SV_1066,SV_1067,SV_1068,SV_1070,SV_1071,SV_1072,SV_1073,SV_1074,SV_1075,SV_1078,SV_1083,SV_1087,SV_1088,SV_1089,SV_1090,SV_1091,SV_1093,SV_1097,SV_1098,SV_1099,SV_1105,SV_1106,SV_1110,SV_1111,SV_1112,SV_1113,SV_1114,SV_1116,SV_1117,SV_1118,SV_1120,SV_1121,SV_1122,SV_1123,SV_1125,SV_1127,SV_1128,SV_1129,SV_1130,SV_1132,SV_1134,SV_1135,SV_1136,SV_1138,SV_1139,SV_1141,SV_1144,SV_1145,SV_1146,SV_1151,SV_1153,SV_1155,SV_1159,SV_1160,SV_1161,SV_1162,SV_1166,SV_1167,SV_1168,SV_1169,SV_1172,SV_1173,SV_1179,SV_1181,SV_1182,SV_1190,SV_1193,SV_1202,SV_1204,SV_1205,SV_1206,SV_1207,SV_1208,SV_1212,SV_1213,SV_1215,SV_1216,SV_1219,SV_1220,SV_1221,SV_1228,SV_1229,SV_1231,SV_1232,SV_1235,SV_1236,SV_1241,SV_1242,SV_1243,SV_1244,SV_1245,SV_1246,SV_1247,SV_1248,SV_1249,SV_1250,SV_1252,SV_1254,SV_1255,SV_1256,SV_1257,SV_1261,SV_1262,SV_1263,SV_1264,SV_1266,SV_1276,SV_1277,SV_1278,SV_1290,SV_1292,SV_1293,SV_1294,SV_1295,SV_1296,SV_1297,SV_1298,SV_1301,SV_1302,SV_1303,SV_1304,SV_1305,SV_1306,SV_1307,SV_1308,SV_1310,SV_1311,SV_1312,SV_1313,SV_1315,SV_1316,SV_1317,SV_1322,SV_1323,SV_1328,SV_1330,SV_1334,SV_1336,SV_1338,SV_1339,SV_1340,SV_1341,SV_1342,SV_1343,SV_1349,SV_1351,SV_1352,SV_1353,SV_1359,SV_1360,SV_1361,SV_1364,SV_1365,SV_1366,SV_1367,SV_1368,SV_1375,SV_1380,SV_1381,SV_1382,SV_1383,SV_1385,SV_1388,SV_1389,SV_1392,SV_1398,SV_1402,SV_1404,SV_1406,SV_1407,SV_1413,SV_1414,SV_1421,SV_1422,SV_1423,SV_1424,SV_1428,SV_1436,SV_1437,SV_1438,SV_1439,SV_1440,SV_1442,SV_1444,SV_1445,SV_1446,SV_1450,SV_1454,SV_1459,SV_1460,SV_1464,SV_1465,SV_1469,SV_1470,SV_1471,SV_1479,SV_1480,SV_1481,SV_1484,SV_1490,SV_1492,SV_1500,SV_1501,SV_1504,SV_1507,SV_1515,SV_1520,SV_1521,SV_1522,SV_1523,SV_1524,SV_1525,SV_1526,SV_1528,SV_1530,SV_1531,SV_1534,SV_1535,SV_1536,SV_1537,SV_1546,SV_1547,SV_1548,SV_1549,SV_1553,SV_1558,SV_1559,SV_1568,SV_1570,SV_1571,SV_1575,SV_1576,SV_1583,SV_1584,SV_1585,SV_1593,SV_1602,SV_1603,SV_1605,SV_1607,SV_1609,SV_1614,SV_1615,SV_1618,SV_1626,SV_1635,SV_1636,SV_1640,SV_1665,SV_1666,SV_1674,SV_1675,SV_1679,SV_1680,SV_1683,SV_1684,SV_1690,SV_1699,SV_1702,SV_1703,SV_1704,SV_1713,SV_1716,SV_1722,SV_1730,SV_1731,SV_1738,SV_1749,SV_1752,SV_1757,SV_1771,SV_1783,SV_1786,SV_1789,SV_1790,SV_1797,SV_1802,SV_1803,SV_1804,SV_1805,SV_1815,SV_1816,SV_1817,SV_1818,SV_1826,SV_1840,SV_1841,SV_1842,SV_1850,SV_1857,SV_1859,SV_1869,SV_1876,Accession
G22309-1,7150,5934,7745,6990,1736,3538,2978,3400,1179,3016,367,280,1457,1231,1314,871,287,252,0,0,934,350,0,697,287,233,0,1253,155,0,976,1142,1242,870,0,0,0,1085,44,0,586,0,27,462,43,27,0,0,0,0,674,0,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,0,0,0,0,0,0,0,347,0,0,100,0,0,0,0,0,0,0,0,725,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439,0,0,423,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,330,0,0,70,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G22309
G22309-2,2152,2056,10048,9551,1572,5560,5082,953,1302,854,2745,2500,320,0,234,0,748,752,1192,1131,0,2,0,0,0,656,0,0,661,0,867,0,1308,901,541,0,4,1234,0,515,240,0,0,254,707,745,4705,4131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,264,0,0,0,1119,793,0,0,0,871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,707,0,0,0,0,0,0,0,0,0,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,G22309
G22309-3,3628,3120,17095,14666,7360,2611,2064,8682,5609,7355,248,162,3295,1936,2769,1608,1172,1182,526,446,678,803,0,546,693,389,0,126,291,288,0,131,1728,0,0,231,2019,1541,0,0,0,1688,0,0,96,78,0,0,0,0,0,567,0,0,403,0,0,976,0,0,30,171,594,0,144,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,128,0,0,0,0,0,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,154,0,153,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,G22309
G22309-4,4691,3885,15465,13222,11686,5037,4181,6542,9006,5279,356,314,2095,1253,1878,892,2007,1754,1580,1313,145,0,522,100,0,802,422,1740,718,0,568,1659,0,395,0,0,895,0,0,0,0,709,0,0,110,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,0,0,264,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1237,0,0,0,1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,G22309
